idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
45,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v10-Precision,0.5622513440860215,0.79,0.53,0.45,0.84,0.96,0.19,0.55,0.05,0.31,0.65,0.39,0.36,0.0,0.63,0.8,0.86,0.7,0.85,0.8,0.87,0.95,0.66,0.1,0.75,0.52,0.61,0.33,0.09,0.07,0.31,0.0,0.93,0.45,0.88,0.6,0.83,0.37,0.38,0.66,0.23958333333333334,0.81,0.6,0.79,0.68,0.62,0.45,0.93,0.23,0.66,0.8,0.87,0.69,0.84,0.34,0.14,0.52,0.6,0.66,0.64,0.61,0.5,0.57
46,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-A-Precision,0.5659811827956989,0.81,0.55,0.36,0.89,0.97,0.25,0.6,0.06,0.36,0.64,0.41,0.34,0.0,0.63,0.83,0.88,0.71,0.86,0.8,0.86,0.97,0.71,0.03,0.73,0.52,0.6,0.29,0.09,0.06,0.4,0.0,0.91,0.45,0.89,0.58,0.83,0.31,0.36,0.69,0.2708333333333333,0.83,0.69,0.84,0.71,0.58,0.42,0.95,0.18,0.64,0.82,0.87,0.67,0.81,0.35,0.16,0.55,0.56,0.67,0.66,0.64,0.46,0.53
47,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-B-Precision,0.5708131720430106,0.79,0.55,0.39,0.88,0.96,0.23,0.63,0.07,0.37,0.67,0.41,0.37,0.0,0.62,0.83,0.88,0.7,0.86,0.81,0.86,0.95,0.69,0.03,0.75,0.52,0.6,0.3,0.11,0.06,0.4,0.01,0.91,0.43,0.89,0.57,0.84,0.31,0.38,0.69,0.2604166666666667,0.84,0.71,0.83,0.72,0.61,0.48,0.95,0.22,0.64,0.82,0.86,0.66,0.84,0.34,0.18,0.5,0.56,0.71,0.65,0.66,0.46,0.57
48,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-C-Precision,0.5701747311827957,0.78,0.54,0.42,0.89,0.97,0.27,0.65,0.07,0.36,0.64,0.4,0.36,0.0,0.62,0.84,0.87,0.71,0.86,0.81,0.87,0.96,0.67,0.03,0.72,0.5,0.59,0.3,0.08,0.06,0.4,0.0,0.91,0.45,0.89,0.56,0.84,0.33,0.39,0.69,0.2708333333333333,0.83,0.7,0.82,0.71,0.59,0.48,0.95,0.25,0.65,0.81,0.86,0.67,0.84,0.34,0.14,0.53,0.59,0.68,0.66,0.64,0.45,0.59
49,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-D-Precision,0.5677486559139782,0.79,0.54,0.38,0.89,0.96,0.25,0.64,0.08,0.37,0.62,0.41,0.34,0.0,0.63,0.84,0.87,0.71,0.85,0.81,0.86,0.94,0.67,0.03,0.71,0.54,0.6,0.3,0.08,0.06,0.4,0.0,0.91,0.41,0.88,0.57,0.84,0.3,0.41,0.68,0.2604166666666667,0.84,0.72,0.84,0.69,0.58,0.45,0.95,0.22,0.65,0.82,0.86,0.68,0.82,0.34,0.16,0.52,0.58,0.69,0.66,0.66,0.48,0.56
50,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-E-Precision,0.5698454301075266,0.79,0.54,0.4,0.87,0.97,0.25,0.61,0.08,0.36,0.62,0.41,0.34,0.0,0.62,0.84,0.87,0.72,0.84,0.8,0.86,0.96,0.67,0.03,0.69,0.53,0.61,0.28,0.14,0.06,0.4,0.0,0.91,0.46,0.88,0.58,0.84,0.34,0.37,0.69,0.2604166666666667,0.83,0.72,0.83,0.71,0.61,0.46,0.95,0.23,0.64,0.82,0.87,0.68,0.83,0.34,0.15,0.57,0.6,0.68,0.66,0.66,0.45,0.55
51,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-F-Precision,0.5726075268817205,0.78,0.55,0.39,0.89,0.97,0.27,0.64,0.07,0.37,0.67,0.41,0.36,0.0,0.63,0.84,0.87,0.7,0.86,0.81,0.86,0.97,0.67,0.03,0.74,0.53,0.6,0.28,0.08,0.06,0.44,0.0,0.91,0.44,0.88,0.58,0.84,0.3,0.39,0.68,0.2916666666666667,0.83,0.71,0.83,0.7,0.61,0.49,0.95,0.23,0.64,0.82,0.86,0.68,0.84,0.35,0.17,0.53,0.58,0.71,0.66,0.65,0.45,0.56
52,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-G-Precision,0.5700134408602151,0.82,0.54,0.4,0.87,0.95,0.23,0.6,0.06,0.39,0.69,0.42,0.33,0.0,0.63,0.81,0.87,0.72,0.85,0.81,0.88,0.96,0.7,0.03,0.66,0.53,0.6,0.3,0.11,0.06,0.41,0.0,0.92,0.42,0.89,0.58,0.84,0.39,0.38,0.7,0.2708333333333333,0.85,0.69,0.83,0.72,0.6,0.47,0.94,0.19,0.64,0.82,0.86,0.67,0.85,0.36,0.13,0.54,0.57,0.68,0.65,0.63,0.45,0.58
53,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-H-Precision,0.5703427419354838,0.78,0.55,0.43,0.88,0.97,0.26,0.65,0.08,0.36,0.63,0.41,0.38,0.0,0.61,0.84,0.87,0.72,0.86,0.81,0.86,0.96,0.66,0.03,0.71,0.54,0.61,0.31,0.07,0.06,0.35,0.0,0.92,0.45,0.89,0.57,0.83,0.32,0.37,0.68,0.28125,0.84,0.7,0.85,0.71,0.61,0.46,0.94,0.21,0.64,0.82,0.86,0.68,0.83,0.34,0.18,0.54,0.58,0.68,0.65,0.66,0.46,0.56
54,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-J-Precision,0.5714650537634407,0.79,0.56,0.38,0.88,0.95,0.27,0.64,0.07,0.36,0.67,0.4,0.37,0.0,0.6,0.84,0.85,0.71,0.85,0.82,0.86,0.96,0.67,0.05,0.79,0.53,0.61,0.29,0.1,0.06,0.42,0.0,0.92,0.4,0.89,0.55,0.83,0.33,0.38,0.69,0.2708333333333333,0.83,0.72,0.85,0.72,0.6,0.46,0.95,0.2,0.64,0.81,0.84,0.68,0.84,0.35,0.17,0.55,0.57,0.71,0.66,0.64,0.47,0.56
55,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-Precision,0.566774193548387,0.8,0.51,0.42,0.86,0.97,0.2,0.57,0.05,0.37,0.68,0.39,0.34,0.01,0.63,0.82,0.87,0.72,0.85,0.8,0.88,0.95,0.71,0.09,0.74,0.52,0.6,0.29,0.09,0.06,0.39,0.0,0.93,0.41,0.9,0.57,0.84,0.35,0.37,0.66,0.25,0.83,0.63,0.82,0.7,0.63,0.46,0.94,0.24,0.63,0.8,0.88,0.69,0.87,0.33,0.17,0.51,0.59,0.69,0.65,0.6,0.47,0.55
56,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-prompt-Precision,0.5677486559139784,0.77,0.55,0.34,0.88,0.96,0.23,0.65,0.06,0.35,0.62,0.41,0.38,0.0,0.63,0.83,0.87,0.71,0.85,0.81,0.86,0.97,0.67,0.03,0.78,0.51,0.6,0.27,0.09,0.05,0.42,0.0,0.9,0.44,0.89,0.56,0.84,0.29,0.38,0.69,0.2604166666666667,0.84,0.69,0.84,0.7,0.59,0.49,0.95,0.21,0.64,0.82,0.86,0.67,0.85,0.33,0.16,0.55,0.57,0.69,0.64,0.65,0.47,0.59
57,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-prompt2-Precision,0.5667943548387095,0.78,0.53,0.33,0.87,0.97,0.24,0.59,0.07,0.38,0.62,0.39,0.38,0.0,0.6,0.83,0.88,0.72,0.83,0.82,0.85,0.96,0.7,0.03,0.76,0.52,0.61,0.28,0.12,0.06,0.44,0.0,0.91,0.41,0.89,0.55,0.83,0.28,0.37,0.69,0.28125,0.83,0.68,0.84,0.7,0.63,0.49,0.95,0.21,0.64,0.81,0.86,0.68,0.84,0.34,0.17,0.51,0.56,0.68,0.66,0.66,0.47,0.56
58,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-prompt3-Precision,0.5664717741935483,0.79,0.54,0.37,0.88,0.96,0.26,0.62,0.06,0.37,0.66,0.4,0.38,0.0,0.59,0.84,0.87,0.72,0.84,0.82,0.86,0.94,0.7,0.02,0.77,0.54,0.6,0.29,0.07,0.06,0.44,0.0,0.92,0.42,0.89,0.52,0.84,0.27,0.36,0.68,0.28125,0.83,0.68,0.84,0.71,0.62,0.45,0.95,0.19,0.64,0.82,0.87,0.67,0.83,0.34,0.15,0.47,0.56,0.71,0.65,0.65,0.47,0.58
59,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v11-prompt4-Precision,0.5690524193548389,0.77,0.55,0.38,0.87,0.96,0.25,0.63,0.05,0.36,0.66,0.4,0.4,0.0,0.62,0.82,0.88,0.71,0.84,0.81,0.86,0.93,0.67,0.04,0.76,0.52,0.59,0.29,0.13,0.04,0.5,0.0,0.91,0.42,0.88,0.53,0.84,0.28,0.37,0.68,0.28125,0.83,0.72,0.81,0.69,0.6,0.48,0.95,0.18,0.64,0.82,0.87,0.66,0.86,0.35,0.16,0.51,0.59,0.7,0.65,0.66,0.48,0.59
60,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v12-Precision,0.5638844086021503,0.77,0.52,0.45,0.85,0.92,0.19,0.58,0.05,0.34,0.63,0.39,0.35,0.01,0.62,0.81,0.85,0.7,0.84,0.81,0.85,0.94,0.68,0.09,0.74,0.5,0.62,0.28,0.1,0.08,0.33,0.0,0.95,0.43,0.9,0.58,0.84,0.39,0.4,0.65,0.2708333333333333,0.81,0.64,0.78,0.72,0.64,0.45,0.94,0.25,0.65,0.79,0.88,0.69,0.87,0.33,0.15,0.54,0.58,0.66,0.64,0.6,0.49,0.56
61,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v13-Precision,0.569529569892473,0.79,0.53,0.43,0.87,0.95,0.19,0.59,0.05,0.37,0.66,0.39,0.37,0.0,0.61,0.8,0.86,0.7,0.86,0.8,0.88,0.97,0.67,0.09,0.79,0.52,0.61,0.26,0.09,0.06,0.4,0.0,0.93,0.42,0.9,0.6,0.84,0.4,0.4,0.66,0.2708333333333333,0.83,0.63,0.82,0.71,0.62,0.46,0.94,0.24,0.65,0.8,0.87,0.69,0.84,0.33,0.19,0.54,0.6,0.67,0.63,0.62,0.48,0.57
62,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v14-Precision,0.561122311827957,0.78,0.52,0.41,0.85,0.92,0.19,0.54,0.05,0.34,0.61,0.39,0.38,0.01,0.63,0.81,0.87,0.7,0.85,0.8,0.87,0.96,0.66,0.08,0.73,0.51,0.64,0.3,0.08,0.08,0.33,0.0,0.93,0.44,0.88,0.58,0.84,0.38,0.42,0.64,0.23958333333333334,0.81,0.68,0.8,0.67,0.62,0.45,0.94,0.2,0.64,0.8,0.87,0.66,0.85,0.33,0.13,0.54,0.58,0.67,0.65,0.61,0.49,0.56
63,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v15-Precision,0.5666263440860215,0.79,0.53,0.41,0.87,0.97,0.21,0.59,0.06,0.38,0.68,0.41,0.36,0.0,0.62,0.8,0.88,0.7,0.83,0.8,0.87,0.96,0.69,0.1,0.78,0.52,0.61,0.31,0.08,0.06,0.36,0.0,0.92,0.41,0.9,0.58,0.84,0.35,0.39,0.64,0.2708333333333333,0.84,0.63,0.82,0.71,0.61,0.44,0.94,0.24,0.64,0.81,0.88,0.69,0.85,0.32,0.14,0.5,0.61,0.68,0.64,0.59,0.48,0.54
64,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v16-Precision,0.5679032258064515,0.79,0.54,0.4,0.87,0.95,0.2,0.56,0.05,0.38,0.65,0.39,0.37,0.01,0.61,0.82,0.88,0.7,0.86,0.8,0.88,0.97,0.7,0.09,0.78,0.5,0.61,0.33,0.1,0.06,0.35,0.0,0.93,0.43,0.91,0.59,0.85,0.35,0.4,0.66,0.25,0.83,0.62,0.8,0.7,0.65,0.45,0.95,0.23,0.65,0.81,0.88,0.68,0.87,0.32,0.17,0.5,0.58,0.69,0.64,0.59,0.48,0.55
65,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v17-Precision,0.5670967741935483,0.8,0.53,0.4,0.85,0.96,0.22,0.59,0.05,0.37,0.65,0.41,0.35,0.0,0.63,0.82,0.87,0.71,0.85,0.8,0.88,0.96,0.67,0.1,0.77,0.52,0.62,0.28,0.11,0.06,0.38,0.0,0.93,0.44,0.91,0.58,0.84,0.39,0.4,0.66,0.25,0.84,0.61,0.8,0.73,0.61,0.45,0.94,0.23,0.64,0.79,0.88,0.69,0.86,0.32,0.15,0.5,0.59,0.66,0.65,0.6,0.48,0.53
66,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v18-Precision,0.5687298387096774,0.8,0.55,0.39,0.86,0.96,0.22,0.61,0.06,0.37,0.68,0.41,0.36,0.0,0.62,0.82,0.87,0.7,0.82,0.8,0.87,0.96,0.67,0.09,0.77,0.52,0.61,0.32,0.09,0.06,0.36,0.0,0.92,0.39,0.89,0.59,0.84,0.37,0.4,0.68,0.28125,0.84,0.63,0.83,0.71,0.6,0.48,0.95,0.2,0.64,0.81,0.86,0.7,0.86,0.33,0.18,0.52,0.57,0.69,0.63,0.59,0.47,0.59
67,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v19-Precision,0.5714583333333333,0.78,0.55,0.45,0.89,0.97,0.27,0.6,0.07,0.37,0.65,0.41,0.35,0.0,0.59,0.83,0.87,0.71,0.85,0.8,0.87,0.94,0.68,0.03,0.72,0.55,0.6,0.3,0.11,0.06,0.38,0.0,0.92,0.43,0.89,0.59,0.84,0.35,0.37,0.69,0.2604166666666667,0.83,0.72,0.84,0.7,0.61,0.46,0.96,0.24,0.65,0.82,0.88,0.67,0.84,0.35,0.16,0.51,0.6,0.68,0.66,0.66,0.45,0.55
68,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v2,0.5309005376344085,0.8,0.59,0.43,0.86,0.96,0.26,0.64,0.05,0.25,0.52,0.39,0.32,0.0,0.59,0.81,0.79,0.76,0.76,0.83,0.87,0.91,0.6,0.0,0.63,0.45,0.43,0.15,0.09,0.09,0.35,0.0,0.93,0.44,0.81,0.53,0.79,0.45,0.34,0.66,0.14583333333333334,0.82,0.62,0.67,0.66,0.51,0.38,0.82,0.2,0.63,0.83,0.85,0.64,0.86,0.29,0.17,0.48,0.53,0.64,0.54,0.62,0.4,0.48
69,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v20-Precision,0.5685551075268817,0.8,0.55,0.36,0.88,0.96,0.28,0.62,0.07,0.36,0.63,0.41,0.39,0.0,0.59,0.83,0.87,0.72,0.85,0.81,0.86,0.94,0.66,0.03,0.73,0.52,0.6,0.26,0.1,0.06,0.4,0.0,0.91,0.44,0.88,0.58,0.84,0.32,0.39,0.69,0.2604166666666667,0.83,0.73,0.83,0.71,0.61,0.46,0.95,0.23,0.64,0.82,0.86,0.68,0.84,0.34,0.15,0.52,0.55,0.69,0.66,0.67,0.47,0.56
70,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v21-Precision,0.5704973118279569,0.78,0.55,0.39,0.88,0.96,0.26,0.61,0.07,0.38,0.64,0.41,0.37,0.0,0.62,0.84,0.87,0.72,0.86,0.8,0.86,0.94,0.66,0.04,0.78,0.52,0.6,0.29,0.11,0.06,0.44,0.0,0.91,0.42,0.89,0.56,0.84,0.32,0.37,0.68,0.2708333333333333,0.83,0.71,0.85,0.71,0.6,0.48,0.95,0.19,0.64,0.82,0.85,0.67,0.84,0.34,0.14,0.53,0.57,0.72,0.66,0.65,0.47,0.58
71,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v23-Precision,0.564858870967742,0.8,0.55,0.35,0.87,0.97,0.27,0.65,0.04,0.33,0.62,0.41,0.35,0.0,0.6,0.82,0.87,0.7,0.86,0.82,0.86,0.96,0.58,0.0,0.78,0.51,0.61,0.29,0.08,0.06,0.42,0.0,0.88,0.42,0.88,0.51,0.84,0.28,0.38,0.68,0.28125,0.83,0.73,0.85,0.72,0.62,0.43,0.96,0.23,0.63,0.81,0.85,0.66,0.79,0.35,0.18,0.52,0.61,0.72,0.64,0.64,0.48,0.59
72,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v3,0.5469959677419354,0.8,0.6,0.4,0.85,0.96,0.23,0.64,0.05,0.29,0.58,0.36,0.33,0.0,0.57,0.8,0.81,0.73,0.78,0.82,0.87,0.96,0.69,0.0,0.74,0.48,0.52,0.2,0.15,0.1,0.36,0.0,0.93,0.44,0.85,0.55,0.84,0.39,0.37,0.66,0.09375,0.85,0.68,0.73,0.69,0.55,0.38,0.89,0.22,0.61,0.83,0.86,0.68,0.83,0.31,0.13,0.4,0.59,0.72,0.61,0.66,0.4,0.5
73,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v4,0.5561357526881718,0.8,0.57,0.32,0.86,0.97,0.25,0.62,0.05,0.36,0.63,0.39,0.34,0.0,0.58,0.81,0.86,0.73,0.84,0.8,0.87,0.94,0.69,0.0,0.67,0.5,0.57,0.25,0.1,0.07,0.37,0.0,0.93,0.41,0.89,0.53,0.83,0.36,0.39,0.68,0.2604166666666667,0.84,0.66,0.77,0.7,0.62,0.47,0.93,0.22,0.64,0.83,0.88,0.7,0.78,0.34,0.17,0.31,0.58,0.69,0.64,0.65,0.46,0.51
74,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v5-Precision,0.5645362903225808,0.78,0.52,0.46,0.84,0.94,0.2,0.59,0.05,0.34,0.64,0.39,0.37,0.01,0.62,0.82,0.87,0.7,0.83,0.8,0.86,0.93,0.72,0.11,0.7,0.52,0.62,0.29,0.09,0.08,0.37,0.0,0.94,0.44,0.89,0.59,0.84,0.39,0.4,0.63,0.28125,0.81,0.64,0.76,0.71,0.63,0.46,0.93,0.22,0.64,0.78,0.89,0.69,0.82,0.32,0.18,0.51,0.59,0.65,0.65,0.6,0.5,0.56
75,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v6-Precision,0.5682258064516128,0.79,0.53,0.41,0.87,0.95,0.21,0.58,0.05,0.37,0.65,0.4,0.38,0.0,0.61,0.8,0.87,0.71,0.86,0.8,0.88,0.98,0.7,0.09,0.76,0.51,0.6,0.31,0.09,0.07,0.42,0.0,0.93,0.43,0.89,0.59,0.84,0.38,0.39,0.66,0.25,0.84,0.64,0.79,0.72,0.61,0.46,0.94,0.23,0.65,0.8,0.88,0.68,0.87,0.32,0.16,0.5,0.6,0.69,0.63,0.6,0.47,0.54
76,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v7-Precision,0.5662970430107529,0.8,0.53,0.43,0.85,0.94,0.2,0.59,0.05,0.38,0.66,0.41,0.36,0.01,0.61,0.8,0.87,0.71,0.83,0.8,0.88,0.94,0.63,0.09,0.75,0.52,0.6,0.32,0.09,0.08,0.38,0.01,0.94,0.44,0.9,0.6,0.84,0.39,0.38,0.66,0.2604166666666667,0.82,0.6,0.77,0.7,0.62,0.44,0.94,0.25,0.66,0.8,0.88,0.69,0.82,0.32,0.14,0.5,0.61,0.7,0.64,0.61,0.52,0.55
77,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v8-Precision,0.5696908602150539,0.79,0.53,0.39,0.88,0.95,0.19,0.62,0.06,0.38,0.7,0.4,0.36,0.0,0.62,0.82,0.87,0.7,0.83,0.8,0.87,0.94,0.71,0.08,0.79,0.5,0.6,0.32,0.11,0.06,0.4,0.0,0.92,0.41,0.89,0.59,0.85,0.38,0.4,0.67,0.2708333333333333,0.83,0.62,0.82,0.72,0.63,0.45,0.94,0.22,0.64,0.8,0.87,0.69,0.87,0.32,0.18,0.51,0.6,0.69,0.63,0.61,0.47,0.56
78,AshleyQu0311/Qwen3-4B-Structured-Conversion-LoRA-v9-Precision,0.570497311827957,0.8,0.55,0.42,0.88,0.96,0.2,0.56,0.06,0.35,0.67,0.4,0.37,0.01,0.62,0.81,0.86,0.69,0.83,0.8,0.87,0.97,0.63,0.09,0.8,0.52,0.61,0.32,0.09,0.06,0.42,0.0,0.92,0.4,0.89,0.59,0.85,0.37,0.39,0.67,0.2708333333333333,0.84,0.63,0.83,0.71,0.64,0.47,0.95,0.19,0.65,0.81,0.88,0.69,0.87,0.32,0.17,0.58,0.6,0.69,0.65,0.59,0.47,0.57
79,AshleyQu0311/qwen3-4b-structured-conversion-lora-a100,0.26532258064516123,0.76,0.19,0.01,0.08,0.2,0.25,0.19,0.04,0.21,0.38,0.36,0.2,0.0,0.0,0.75,0.39,0.78,0.4,0.73,0.87,0.55,0.0,0.0,0.15,0.35,0.14,0.06,0.04,0.11,0.25,0.0,0.7,0.33,0.74,0.06,0.01,0.0,0.31,0.18,0.0,0.12,0.0,0.18,0.52,0.43,0.0,0.76,0.0,0.09,0.68,0.57,0.51,0.7,0.23,0.0,0.0,0.16,0.22,0.21,0.18,0.07,0.05
80,AshleyQu0311/qwen3-4b-structured-output-lora-v1,0.5622513440860214,0.79,0.55,0.39,0.85,0.95,0.22,0.6,0.05,0.38,0.7,0.42,0.37,0.01,0.63,0.8,0.87,0.69,0.76,0.8,0.86,0.95,0.69,0.09,0.75,0.53,0.6,0.26,0.07,0.07,0.33,0.0,0.93,0.42,0.88,0.57,0.83,0.36,0.39,0.67,0.23958333333333334,0.84,0.62,0.77,0.72,0.61,0.43,0.95,0.23,0.66,0.81,0.87,0.69,0.87,0.31,0.16,0.51,0.58,0.68,0.62,0.61,0.46,0.54
81,AshleyQu0311/qwen3-4b-structured-output-lora-v5-hard4k-v1,0.5123655913978495,0.7,0.42,0.43,0.82,0.96,0.27,0.55,0.07,0.23,0.53,0.39,0.31,0.0,0.62,0.82,0.71,0.75,0.79,0.58,0.88,0.83,0.65,0.0,0.56,0.44,0.46,0.19,0.11,0.1,0.2,0.0,0.91,0.4,0.73,0.43,0.78,0.53,0.38,0.67,0.16666666666666666,0.8,0.69,0.73,0.62,0.42,0.38,0.87,0.18,0.56,0.83,0.78,0.57,0.86,0.31,0.12,0.48,0.53,0.63,0.55,0.58,0.44,0.47
82,Atsumi1/qwen3-4b-structured-output-lora-v10,0.5685416666666667,0.79,0.53,0.43,0.86,0.96,0.24,0.57,0.05,0.38,0.65,0.41,0.36,0.01,0.64,0.8,0.86,0.7,0.83,0.8,0.88,0.95,0.71,0.07,0.72,0.54,0.6,0.32,0.08,0.07,0.36,0.0,0.91,0.42,0.89,0.57,0.83,0.4,0.37,0.68,0.23958333333333334,0.83,0.69,0.83,0.69,0.63,0.45,0.94,0.22,0.64,0.82,0.89,0.68,0.86,0.32,0.17,0.56,0.6,0.69,0.63,0.63,0.46,0.54
83,Atsumi1/qwen3-4b-structured-output-lora-v10-2,0.5695228494623656,0.78,0.54,0.42,0.86,0.96,0.23,0.58,0.05,0.38,0.67,0.4,0.36,0.0,0.62,0.81,0.87,0.71,0.8,0.8,0.88,0.95,0.68,0.07,0.72,0.51,0.61,0.31,0.09,0.07,0.36,0.0,0.91,0.44,0.9,0.57,0.84,0.39,0.42,0.68,0.2604166666666667,0.83,0.66,0.83,0.72,0.63,0.47,0.93,0.22,0.64,0.82,0.89,0.67,0.87,0.32,0.15,0.59,0.59,0.7,0.65,0.62,0.45,0.56
84,Atsumi1/qwen3-4b-structured-output-lora-v11,0.5522715053763442,0.79,0.53,0.3,0.87,0.95,0.23,0.61,0.05,0.38,0.6,0.41,0.36,0.0,0.63,0.8,0.87,0.7,0.82,0.82,0.86,0.92,0.61,0.03,0.71,0.52,0.56,0.22,0.08,0.06,0.32,0.0,0.92,0.42,0.88,0.54,0.85,0.27,0.39,0.69,0.2708333333333333,0.84,0.64,0.84,0.7,0.6,0.54,0.95,0.18,0.64,0.81,0.85,0.68,0.82,0.35,0.13,0.24,0.57,0.72,0.65,0.63,0.46,0.56
85,Atsumi1/qwen3-4b-structured-output-lora-v2,0.5708198924731182,0.79,0.54,0.39,0.86,0.96,0.29,0.62,0.06,0.39,0.65,0.4,0.4,0.0,0.61,0.81,0.86,0.7,0.83,0.8,0.87,0.96,0.66,0.06,0.79,0.49,0.61,0.31,0.1,0.06,0.39,0.0,0.91,0.4,0.89,0.57,0.84,0.36,0.39,0.67,0.2708333333333333,0.83,0.7,0.85,0.7,0.61,0.46,0.95,0.23,0.63,0.82,0.87,0.7,0.86,0.34,0.16,0.52,0.57,0.69,0.65,0.62,0.47,0.6
86,Atsumi1/qwen3-4b-structured-output-lora-v5,0.5695161290322581,0.79,0.54,0.44,0.87,0.97,0.24,0.56,0.05,0.4,0.67,0.41,0.34,0.01,0.61,0.81,0.87,0.72,0.82,0.8,0.88,0.96,0.7,0.07,0.73,0.51,0.6,0.25,0.1,0.07,0.38,0.0,0.92,0.4,0.88,0.57,0.83,0.37,0.41,0.7,0.25,0.84,0.69,0.83,0.71,0.65,0.46,0.94,0.22,0.64,0.82,0.89,0.67,0.86,0.33,0.18,0.53,0.59,0.7,0.64,0.63,0.44,0.55
87,Atsumi1/qwen3-4b-structured-output-lora-v6,0.545813172043011,0.79,0.46,0.38,0.79,0.91,0.24,0.53,0.02,0.34,0.46,0.41,0.32,0.03,0.63,0.79,0.78,0.71,0.8,0.81,0.82,0.94,0.56,0.05,0.61,0.51,0.59,0.24,0.13,0.1,0.2,0.0,0.94,0.46,0.8,0.6,0.83,0.45,0.42,0.63,0.2604166666666667,0.79,0.7,0.73,0.67,0.55,0.42,0.94,0.23,0.59,0.75,0.93,0.67,0.85,0.27,0.19,0.53,0.55,0.72,0.58,0.71,0.52,0.61
88,Atsumi1/qwen3-4b-structured-output-lora-v7,0.547896505376344,0.8,0.5,0.37,0.77,0.93,0.2,0.5,0.03,0.31,0.48,0.44,0.31,0.01,0.62,0.81,0.78,0.71,0.82,0.81,0.81,0.96,0.71,0.07,0.59,0.47,0.57,0.2,0.12,0.1,0.24,0.0,0.93,0.45,0.81,0.56,0.84,0.43,0.41,0.62,0.23958333333333334,0.8,0.73,0.71,0.63,0.59,0.46,0.94,0.19,0.58,0.74,0.93,0.67,0.86,0.27,0.18,0.53,0.6,0.73,0.64,0.73,0.52,0.61
89,Atsumi1/qwen3-4b-structured-output-lora-v8,0.5448454301075271,0.83,0.5,0.38,0.75,0.93,0.23,0.55,0.03,0.33,0.53,0.42,0.31,0.02,0.63,0.79,0.75,0.73,0.8,0.81,0.81,0.97,0.62,0.04,0.59,0.5,0.61,0.23,0.1,0.11,0.22,0.0,0.94,0.47,0.82,0.6,0.83,0.39,0.41,0.62,0.2604166666666667,0.78,0.71,0.75,0.61,0.6,0.38,0.94,0.18,0.56,0.75,0.93,0.64,0.85,0.26,0.19,0.49,0.57,0.71,0.62,0.7,0.53,0.57
